date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:24:52	6669/6669	---MCZ	200	added ('OK')	text/html	etag:W/%225e7e331f-1a0d%22	https://html.rovadex.com/html-creto/404.html	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/404.html	(from https://html.rovadex.com/html-creto/index.html)
19:24:52	11257/11257	---MCZ	200	added ('OK')	text/html	etag:W/%225e7e3320-2bf9%22	https://html.rovadex.com/html-creto/contacts.html	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/contacts.html	(from https://html.rovadex.com/html-creto/index.html)
19:24:53	69955/69955	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e333e-11143%22	https://html.rovadex.com/html-creto/assets/img/bg-slider.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/bg-slider.svg	(from https://html.rovadex.com/html-creto/index.html)
19:24:53	22927/22927	---MCZ	200	added ('OK')	text/html	etag:W/%225e7e3323-598f%22	https://html.rovadex.com/html-creto/single-shop.html	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/single-shop.html	(from https://html.rovadex.com/html-creto/index.html)
19:24:53	5295/5295	---M--	200	added ('OK')	image/jpeg	etag:%225e7e333f-14af%22	https://html.rovadex.com/html-creto/assets/img/bike-info-slide.jpg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/bike-info-slide.jpg	(from https://html.rovadex.com/html-creto/index.html)
19:24:54	111652/111652	---M--	200	added ('OK')	image/png	etag:%225e7e336e-1b424%22	https://html.rovadex.com/html-creto/assets/img/img-slider.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/img-slider.png	(from https://html.rovadex.com/html-creto/index.html)
19:24:54	69956/69956	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e333d-11144%22	https://html.rovadex.com/html-creto/assets/img/bg-slider-2.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/bg-slider-2.svg	(from https://html.rovadex.com/html-creto/index.html)
19:24:55	94825/94825	---M--	200	added ('OK')	image/png	etag:%225e7e336d-17269%22	https://html.rovadex.com/html-creto/assets/img/img-slider-2.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/img-slider-2.png	(from https://html.rovadex.com/html-creto/index.html)
19:24:55	69956/69956	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e333d-11144%22	https://html.rovadex.com/html-creto/assets/img/bg-slider-3.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/bg-slider-3.svg	(from https://html.rovadex.com/html-creto/index.html)
19:24:55	105420/105420	---M--	200	added ('OK')	image/png	etag:%225e7e336e-19bcc%22	https://html.rovadex.com/html-creto/assets/img/img-slider-3.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/img-slider-3.png	(from https://html.rovadex.com/html-creto/index.html)
19:24:56	28744/28744	---M--	200	added ('OK')	image/png	etag:%225e7e3342-7048%22	https://html.rovadex.com/html-creto/assets/img/categ-2.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/categ-2.png	(from https://html.rovadex.com/html-creto/index.html)
19:24:56	18384/18384	---M--	200	added ('OK')	image/png	etag:%225e7e3343-47d0%22	https://html.rovadex.com/html-creto/assets/img/categ-3.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/categ-3.png	(from https://html.rovadex.com/html-creto/index.html)
19:24:56	14737/14737	---M--	200	added ('OK')	image/png	etag:%225e7e3341-3991%22	https://html.rovadex.com/html-creto/assets/img/categ-1.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/categ-1.png	(from https://html.rovadex.com/html-creto/index.html)
19:24:57	176782/176782	---M--	200	added ('OK')	image/jpeg	etag:%225e7e3337-2b28e%22	https://html.rovadex.com/html-creto/assets/img/bg-advantages.jpg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/bg-advantages.jpg	(from https://html.rovadex.com/html-creto/index.html)
19:24:57	1696/1696	---M--	200	added ('OK')	image/png	etag:%225e7e3379-6a0%22	https://html.rovadex.com/html-creto/assets/img/placeholder-all.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/placeholder-all.png	(from https://html.rovadex.com/html-creto/index.html)
19:24:58	229882/229882	---M--	200	added ('OK')	image/jpeg	etag:%225e7e333e-381fa%22	https://html.rovadex.com/html-creto/assets/img/bg-subscribe.jpg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/bg-subscribe.jpg	(from https://html.rovadex.com/html-creto/index.html)
19:24:58	269404/269404	---M--	200	added ('OK')	image/jpeg	etag:%225e7e333b-41c5c%22	https://html.rovadex.com/html-creto/assets/img/bg-feedback.jpg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/bg-feedback.jpg	(from https://html.rovadex.com/html-creto/index.html)
19:25:00	635123/635123	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3385-9b0f3%22	https://html.rovadex.com/html-creto/assets/img/subscribe-effect.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/subscribe-effect.svg	(from https://html.rovadex.com/html-creto/index.html)
19:25:00	3747/3747	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3362-ea3%22	https://html.rovadex.com/html-creto/assets/img/effect-bg-feedback.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/effect-bg-feedback.svg	(from https://html.rovadex.com/html-creto/index.html)
19:25:01	17898/17898	---M--	200	added ('OK')	image/png	etag:%225e7e3364-45ea%22	https://html.rovadex.com/html-creto/assets/img/feedback-photo-1.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/feedback-photo-1.png	(from https://html.rovadex.com/html-creto/index.html)
19:25:01	20231/20231	---M--	200	added ('OK')	image/png	etag:%225e7e3364-4f07%22	https://html.rovadex.com/html-creto/assets/img/feedback-photo-2.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/feedback-photo-2.png	(from https://html.rovadex.com/html-creto/index.html)
19:25:01	20061/20061	---M--	200	added ('OK')	image/png	etag:%225e7e3365-4e5d%22	https://html.rovadex.com/html-creto/assets/img/feedback-photo-3.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/feedback-photo-3.png	(from https://html.rovadex.com/html-creto/index.html)
19:25:02	17450/17450	---MCZ	200	added ('OK')	text/html	etag:W/%225e7e3323-442a%22	https://html.rovadex.com/html-creto/single-news.html	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/single-news.html	(from https://html.rovadex.com/html-creto/index.html)
19:25:02	42538/42538	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3344-a62a%22	https://html.rovadex.com/html-creto/assets/img/client-1.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/client-1.svg	(from https://html.rovadex.com/html-creto/index.html)
19:25:02	89034/89034	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3344-15bca%22	https://html.rovadex.com/html-creto/assets/img/client-2.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/client-2.svg	(from https://html.rovadex.com/html-creto/index.html)
19:25:02	78991/78991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3345-1348f%22	https://html.rovadex.com/html-creto/assets/img/client-4.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/client-4.svg	(from https://html.rovadex.com/html-creto/index.html)
19:25:03	18184/18184	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3346-4708%22	https://html.rovadex.com/html-creto/assets/img/client-5.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/client-5.svg	(from https://html.rovadex.com/html-creto/index.html)
19:25:03	184197/184197	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3346-2cf85%22	https://html.rovadex.com/html-creto/assets/img/client-6.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/client-6.svg	(from https://html.rovadex.com/html-creto/index.html)
19:25:03	207926/207926	---M--	200	added ('OK')	image/jpeg	etag:%225e7e333c-32c36%22	https://html.rovadex.com/html-creto/assets/img/bg-section-banner.jpg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/bg-section-banner.jpg	(from https://html.rovadex.com/html-creto/index.html)
19:25:03	1204/1204	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3363-4b4%22	https://html.rovadex.com/html-creto/assets/img/effect-section-banner.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/effect-section-banner.svg	(from https://html.rovadex.com/html-creto/index.html)
19:25:04	2022/2022	---M--	200	added ('OK')	image/png	etag:%225e7e3365-7e6%22	https://html.rovadex.com/html-creto/assets/img/footer-pay-1.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/footer-pay-1.png	(from https://html.rovadex.com/html-creto/index.html)
19:25:04	1381/1381	---M--	200	added ('OK')	image/png	etag:%225e7e3366-565%22	https://html.rovadex.com/html-creto/assets/img/footer-pay-2.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/footer-pay-2.png	(from https://html.rovadex.com/html-creto/index.html)
19:25:04	1712/1712	---M--	200	added ('OK')	image/png	etag:%225e7e3366-6b0%22	https://html.rovadex.com/html-creto/assets/img/footer-pay-3.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/footer-pay-3.png	(from https://html.rovadex.com/html-creto/index.html)
19:25:04	1288/1288	---M--	200	added ('OK')	image/png	etag:%225e7e3366-508%22	https://html.rovadex.com/html-creto/assets/img/footer-pay-4.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/footer-pay-4.png	(from https://html.rovadex.com/html-creto/index.html)
19:25:05	85513/85513	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e7e3389-14e09%22	https://html.rovadex.com/html-creto/assets/js/jquery-2.2.4.min.js	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/js/jquery-2.2.4.min.js	(from https://html.rovadex.com/html-creto/index.html)
19:25:05	41565/41565	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e7e338d-a25d%22	https://html.rovadex.com/html-creto/assets/js/slick.min.js	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/js/slick.min.js	(from https://html.rovadex.com/html-creto/index.html)
19:25:05	6014/6014	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e7e338b-177e%22	https://html.rovadex.com/html-creto/assets/js/jquery.nice-select.js	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/js/jquery.nice-select.js	(from https://html.rovadex.com/html-creto/index.html)
19:25:06	16405/16405	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e7e338d-4015%22	https://html.rovadex.com/html-creto/assets/js/wow.js	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/js/wow.js	(from https://html.rovadex.com/html-creto/index.html)
19:25:06	1270/1270	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e7e338b-4f6%22	https://html.rovadex.com/html-creto/assets/js/rx-lazy.js	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/js/rx-lazy.js	(from https://html.rovadex.com/html-creto/index.html)
19:25:06	18100/18100	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e7e338c-46b4%22	https://html.rovadex.com/html-creto/assets/js/scripts.js	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/js/scripts.js	(from https://html.rovadex.com/html-creto/index.html)
19:25:07	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5a1d92830e1d1%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.eot	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
19:25:07	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5a1d92830e1d1%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.eot?	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfontd41d.eot	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
19:25:07	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%225e7e332c-12d68%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
19:25:07	98024/98024	---M--	200	added ('OK')	font/woff	etag:%225e7e332b-17ee8%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.woff	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
19:25:08	165548/165548	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225e7e332b-286ac%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
19:25:08	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e332a-6c7db%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.svg	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
19:25:08	3158/3158	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3339-c56%22	https://html.rovadex.com/html-creto/assets/img/bg-effect-header.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/bg-effect-header.svg	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:25:08	4824/4824	---M--	200	added ('OK')	image/png	etag:%225e7e336c-12d8%22	https://html.rovadex.com/html-creto/assets/img/hover.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/hover.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:25:09	205131/205131	---M--	200	added ('OK')	image/png	etag:%225e7e3354-3214b%22	https://html.rovadex.com/html-creto/assets/img/dark-effect-subscribe.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/dark-effect-subscribe.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:25:09	41464/41464	---M--	200	added ('OK')	image/png	etag:%225e7e3357-a1f8%22	https://html.rovadex.com/html-creto/assets/img/dark-item-feedback.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/dark-item-feedback.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:25:09	42794/42794	---M--	200	added ('OK')	image/png	etag:%225e7e3338-a72a%22	https://html.rovadex.com/html-creto/assets/img/bg-dark-news.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/bg-dark-news.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:25:09	62053/62053	---M--	200	added ('OK')	image/png	etag:%225e7e336f-f265%22	https://html.rovadex.com/html-creto/assets/img/insta-hover-bg.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/insta-hover-bg.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:25:10	3640/3640	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3349-e38%22	https://html.rovadex.com/html-creto/assets/img/dark-adv-effect.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/dark-adv-effect.svg	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:25:10	4083/4083	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e334c-ff3%22	https://html.rovadex.com/html-creto/assets/img/dark-categ-effect.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/dark-categ-effect.svg	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:25:10	16599/16599	---M--	200	added ('OK')	image/png	etag:%225e7e335c-40d7%22	https://html.rovadex.com/html-creto/assets/img/dark-prod-bg.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/dark-prod-bg.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:25:10	17649/17649	---M--	200	added ('OK')	image/png	etag:%225e7e335b-44f1%22	https://html.rovadex.com/html-creto/assets/img/dark-prod-bg-1.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/dark-prod-bg-1.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:25:11	5410/5410	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3375-1522%22	https://html.rovadex.com/html-creto/assets/img/logo-white.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/logo-white.svg	(from https://html.rovadex.com/html-creto/home-two.html)
19:25:11	1036/1036	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3376-40c%22	https://html.rovadex.com/html-creto/assets/img/loop-icon.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/loop-icon.svg	(from https://html.rovadex.com/html-creto/home-two.html)
19:25:11	19916/19916	---M--	200	added ('OK')	image/jpeg	etag:%225e7e333c-4dcc%22	https://html.rovadex.com/html-creto/assets/img/bg-slider-2.jpg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/bg-slider-2.jpg	(from https://html.rovadex.com/html-creto/home-two.html)
19:25:12	4026/4026	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3362-fba%22	https://html.rovadex.com/html-creto/assets/img/effect-dark-slider.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/effect-dark-slider.svg	(from https://html.rovadex.com/html-creto/home-two.html)
19:25:12	165075/165075	---M--	200	added ('OK')	image/png	etag:%225e7e335d-284d3%22	https://html.rovadex.com/html-creto/assets/img/dark-slide-1.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/dark-slide-1.png	(from https://html.rovadex.com/html-creto/home-two.html)
19:25:13	129188/129188	---M--	200	added ('OK')	image/png	etag:%225e7e335e-1f8a4%22	https://html.rovadex.com/html-creto/assets/img/dark-slide-2.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/dark-slide-2.png	(from https://html.rovadex.com/html-creto/home-two.html)
19:25:13	113886/113886	---M--	200	added ('OK')	image/png	etag:%225e7e335e-1bcde%22	https://html.rovadex.com/html-creto/assets/img/dark-slide-3.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/dark-slide-3.png	(from https://html.rovadex.com/html-creto/home-two.html)
19:25:13	102828/102828	---M--	200	added ('OK')	image/png	etag:%225e7e334b-191ac%22	https://html.rovadex.com/html-creto/assets/img/dark-categ-1.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/dark-categ-1.png	(from https://html.rovadex.com/html-creto/home-two.html)
19:25:13	52840/52840	---M--	200	added ('OK')	image/png	etag:%225e7e334b-ce68%22	https://html.rovadex.com/html-creto/assets/img/dark-categ-2.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/dark-categ-2.png	(from https://html.rovadex.com/html-creto/home-two.html)
19:25:14	101053/101053	---M--	200	added ('OK')	image/png	etag:%225e7e334c-18abd%22	https://html.rovadex.com/html-creto/assets/img/dark-categ-3.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/dark-categ-3.png	(from https://html.rovadex.com/html-creto/home-two.html)
19:25:14	65145/65145	---M--	200	added ('OK')	image/png	etag:%225e7e3349-fe79%22	https://html.rovadex.com/html-creto/assets/img/dark-adv-bg.png	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/dark-adv-bg.png	(from https://html.rovadex.com/html-creto/home-two.html)
19:25:15	3538/3538	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3334-dd2%22	https://html.rovadex.com/html-creto/assets/img/advantages-dark-1.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/advantages-dark-1.svg	(from https://html.rovadex.com/html-creto/home-two.html)
19:25:15	5654/5654	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7e3334-1616%22	https://html.rovadex.com/html-creto/assets/img/advantages-dark-2.svg	C:/Users/hp/Desktop/CYCLE-%20ECOMMERCER/html.rovadex.com/html-creto/assets/img/advantages-dark-2.svg	(from https://html.rovadex.com/html-creto/home-two.html)
